Genome,Domain,Phylum,Class,Order,Family,Genus
BOr2D2E2F__bin_74,Bacteria,Actinomycetota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,Palsa-504
LABRr1A1B1C__bin_44,Bacteria,Actinomycetota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,Palsa-504
MGr1A1B1C__bin_71,Bacteria,Actinomycetota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,Palsa-504
MGr3G3H3I__bin_13,Bacteria,Actinomycetota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,Palsa-504
MGr2D2E2F__bin_108,Bacteria,Actinomycetota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,Palsa-504
BAr1A1B1C__bin_132,Bacteria,Actinomycetota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,Palsa-504
CRr2D2E2F__bin_34,Bacteria,Actinomycetota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,Palsa-504
LASAr3G3H3I__bin_125,Bacteria,Actinomycetota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,Palsa-504
LASYr2D2E2F__bin_54,Bacteria,Actinomycetota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,Palsa-504
LABRr1A1B1C__bin_31,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium
MGr1A1B1C__bin_69,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium
LASYr2D2E2F__bin_82,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium
MHr2D2E2F__bin_40,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium
BOr1A1B1C__bin_48,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium
LASCr2D2E2F__bin_144,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium
LASAr3G3H3I__bin_128,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium
LASYr2D2E2F__bin_6,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium
BAr1A1B1C__bin_61,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium
MGr3G3H3I__bin_70,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium
MHr3G3H3I__bin_86,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium
CRr3G3H3I__bin_131,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium
MGr1A1B1C__bin_101,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium
CRr1A1B1C__bin_57,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium
MGr2D2E2F__bin_132,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium
SEr2D2E2F__bin_119,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium
CRr2D2E2F__bin_4,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium
LAWAr2D2E2F__bin_75,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium
MHr1A1B1C__bin_51,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium
LASAr3G3H3I__bin_28,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium
MHr2D2E2F__bin_41,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium
LASYr2D2E2F__bin_106,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium
MGr1A1B1C__bin_68,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium
MHr1A1B1C__bin_34,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium
SEr2D2E2F__bin_147,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium
MGr2D2E2F__bin_114,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium
MHr3G3H3I__bin_118,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium
CRr2D2E2F__bin_82,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium
CRr1A1B1C__bin_129,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium
LABRr1A1B1C__bin_80,Bacteria,Actinomycetota,Thermoleophilia,UBA2241,UBA2241,Bog-752
SEr3G3H3I__bin_3,Bacteria,Actinomycetota,Thermoleophilia,UBA2241,UBA2241,
BAr3G3H3I__bin_32,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Palsa-465
BOr3G3H3I__bin_51,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Palsa-465
BOr2D2E2F__bin_11,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Palsa-465
BOr1A1B1C__bin_21,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Palsa-465
LASAr3G3H3I__bin_10,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Palsa-465
BOr2D2E2F__bin_51,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Palsa-465
BOr1A1B1C__bin_45,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Palsa-465
BOr3G3H3I__bin_37,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Palsa-465
LABRr1A1B1C__bin_59,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Palsa-465
BOr1A1B1C__bin_16,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Palsa-465
BOr3G3H3I__bin_18,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Palsa-465
BAr1A1B1C__bin_118,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Palsa-465
BAr2D2E2F__bin_15,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Palsa-465
BAr1A1B1C__bin_13,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Palsa-465
BAr2D2E2F__bin_42,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Palsa-465
CRr1A1B1C__bin_124,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Palsa-465
MHr1A1B1C__bin_2,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Palsa-465
BAr1A1B1C__bin_89,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Palsa-465
CRr1A1B1C__bin_45,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Palsa-465
CRr3G3H3I__bin_36,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Palsa-465
MHr1A1B1C__bin_108,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Palsa-465
BOr3G3H3I__bin_31,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Palsa-744
BAr2D2E2F__bin_17,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Palsa-744
LASAr3G3H3I__bin_6,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Palsa-744
LASYr2D2E2F__bin_115,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Palsa-744
SEr2D2E2F__bin_56,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Palsa-744
LAWAr2D2E2F__bin_52,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Palsa-744
CRr3G3H3I__bin_72,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Palsa-744
MHr3G3H3I__bin_120,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Palsa-744
BAr3G3H3I__bin_3,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Palsa-744
LASAr3G3H3I__bin_124,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Palsa-744
MHr2D2E2F__bin_48,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Palsa-744
LASCr2D2E2F__bin_126,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Palsa-744
LASYr2D2E2F__bin_96,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Palsa-744
BOr3G3H3I__bin_53,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Palsa-744
CRr3G3H3I__bin_3,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Palsa-744
MHr3G3H3I__bin_89,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Palsa-744
MGr1A1B1C__bin_25,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Palsa-744
SEr2D2E2F__bin_103,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Palsa-744
MGr2D2E2F__bin_50,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Palsa-744
CRr2D2E2F__bin_32,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Palsa-744
CRr3G3H3I__bin_87,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Palsa-744
MGr3G3H3I__bin_124,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Palsa-744
BAr1A1B1C__bin_124,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Palsa-744
BOr2D2E2F__bin_30,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Palsa-744
MGr3G3H3I__bin_57,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Palsa-744
BAr3G3H3I__bin_39,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,70-9,
SEr2D2E2F__bin_169,Bacteria,Dormibacterota,Dormibacteria,UBA8260,Bog-877,Bog-877
SEr3G3H3I__bin_168,Bacteria,Dormibacterota,Dormibacteria,UBA8260,UBA8260,
MGr3G3H3I__bin_167,Bacteria,Dormibacterota,Dormibacteria,UBA8260,UBA8260,UBA8260
SEr2D2E2F__bin_42,Bacteria,Dormibacterota,Dormibacteria,UBA8260,UBA8260,UBA8260
SEr3G3H3I__bin_83,Bacteria,Dormibacterota,Dormibacteria,UBA8260,UBA8260,UBA8260
SEr2D2E2F__bin_48,Bacteria,Dormibacterota,Dormibacteria,UBA8260,UBA8260,UBA8260
BAr2D2E2F__bin_125,Bacteria,Dormibacterota,Dormibacteria,UBA8260,UBA8260,Palsa-851
LABRr1A1B1C__bin_136,Bacteria,Chloroflexota,Dehalococcoidia,Dehalococcoidales,Fen-1064,Fen-1064
MGr1A1B1C__bin_82,Bacteria,Chloroflexota,Dehalococcoidia,Dehalococcoidales,Fen-1064,Fen-1064
MHr2D2E2F__bin_10,Bacteria,Chloroflexota,Ktedonobacteria,Ktedonobacterales,JADMIN01,
MGr1A1B1C__bin_47,Bacteria,Chloroflexota,Limnocylindria,Limnocylindrales,CSP1-4,JAJYNJ01
MGr2D2E2F__bin_5,Bacteria,Chloroflexota,Limnocylindria,Limnocylindrales,CSP1-4,JAJYNJ01
SEr3G3H3I__bin_272,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Capsulimonadaceae,
BAr1A1B1C__bin_103,Bacteria,Eremiobacterota,Eremiobacteria,Baltobacterales,Baltobacteraceae,
CRr1A1B1C__bin_16,Bacteria,Eremiobacterota,Eremiobacteria,Baltobacterales,Baltobacteraceae,
SEr2D2E2F__bin_71,Bacteria,Eremiobacterota,Eremiobacteria,Baltobacterales,Baltobacteraceae,
CRr1A1B1C__bin_95,Bacteria,Eremiobacterota,Eremiobacteria,Baltobacterales,Baltobacteraceae,Cybelea
MHr1A1B1C__bin_47,Bacteria,Eremiobacterota,Eremiobacteria,Baltobacterales,Baltobacteraceae,Cybelea
CRr3G3H3I__bin_81,Bacteria,Eremiobacterota,Eremiobacteria,Baltobacterales,Baltobacteraceae,Cybelea
BOr1A1B1C__bin_91,Bacteria,Eremiobacterota,Eremiobacteria,Baltobacterales,Baltobacteraceae,Aquilonibacter
BOr3G3H3I__bin_14,Bacteria,Eremiobacterota,Eremiobacteria,Baltobacterales,Baltobacteraceae,Aquilonibacter
MHr2D2E2F__bin_21,Bacteria,Eremiobacterota,Eremiobacteria,Baltobacterales,Baltobacteraceae,
SEr3G3H3I__bin_39,Bacteria,Bacillota_B,DSM-12270,Thermacetogeniales,Thermacetogeniaceae,Palsa-1188
SEr2D2E2F__bin_21,Bacteria,Bacillota_B,DSM-12270,Thermacetogeniales,Thermacetogeniaceae,Palsa-1188
SEr3G3H3I__bin_219,Bacteria,Bacillota_B,DSM-12270,Thermacetogeniales,Thermacetogeniaceae,Palsa-1188
LASCr2D2E2F__bin_31,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium_A
BAr2D2E2F__bin_109,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium_A
SEr2D2E2F__bin_5,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium_A
LABRr1A1B1C__bin_86,Archaea,Thermoproteota,Bathyarchaeia,40CM-2-53-6,FEN-987,
LASAr3G3H3I__bin_116,Archaea,Thermoproteota,Bathyarchaeia,40CM-2-53-6,FEN-987,
MGr3G3H3I__bin_165,Archaea,Thermoproteota,Bathyarchaeia,40CM-2-53-6,FEN-987,FEN-987
MGr2D2E2F__bin_104,Archaea,Thermoproteota,Bathyarchaeia,40CM-2-53-6,FEN-987,FEN-987
MGr1A1B1C__bin_131,Archaea,Thermoproteota,Bathyarchaeia,40CM-2-53-6,FEN-987,FEN-987
LAWAr2D2E2F__bin_120,Archaea,Thermoproteota,Bathyarchaeia,40CM-2-53-6,FEN-987,FEN-987
MGr2D2E2F__bin_63,Archaea,Thermoproteota,Bathyarchaeia,B26-1,UBA233,PALSA-986
SEr3G3H3I__bin_119,Archaea,Thermoproteota,Bathyarchaeia,B26-1,UBA233,PALSA-986
MGr2D2E2F__bin_123,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,UBA183,UBA183
MGr3G3H3I__bin_81,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,UBA183,UBA183
LABRr1A1B1C__bin_5,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,UBA183,BOG-1369
MGr1A1B1C__bin_32,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,UBA183,BOG-1369
MGr3G3H3I__bin_92,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,UBA183,BOG-1369
SEr2D2E2F__bin_124,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosotalea
BAr3G3H3I__bin_23,Archaea,Thermoplasmatota,Thermoplasmata,UBA184,UBA184,UBA184
BAr3G3H3I__bin_76,Archaea,Thermoplasmatota,Thermoplasmata,UBA184,UBA184,UBA184
CRr3G3H3I__bin_64,Archaea,Thermoplasmatota,Thermoplasmata,UBA184,UBA184,UBA184
LASAr3G3H3I__bin_69,Archaea,Thermoplasmatota,Thermoplasmata,UBA184,UBA184,UBA184
LASAr3G3H3I__bin_2,Archaea,Thermoplasmatota,Thermoplasmata,UBA184,UBA184,UBA184
CRr2D2E2F__bin_23,Archaea,Thermoplasmatota,Thermoplasmata,UBA184,UBA184,UBA184
MGr3G3H3I__bin_121,Archaea,Thermoplasmatota,Thermoplasmata,UBA184,UBA184,UBA184
MGr1A1B1C__bin_33,Archaea,Thermoplasmatota,Thermoplasmata,UBA184,UBA184,UBA184
LASAr3G3H3I__bin_9,Archaea,Thermoplasmatota,Thermoplasmata,UBA184,UBA184,UBA184
BOr1A1B1C__bin_30,Archaea,Thermoplasmatota,Thermoplasmata,UBA184,UBA184,UBA184
MGr3G3H3I__bin_162,Archaea,Thermoplasmatota,Thermoplasmata,UBA184,UBA184,UBA184
MGr1A1B1C__bin_125,Archaea,Thermoplasmatota,Thermoplasmata,UBA184,UBA184,UBA184
MGr2D2E2F__bin_28,Archaea,Thermoplasmatota,Thermoplasmata,UBA184,UBA184,UBA184
MGr1A1B1C__bin_9,Archaea,Thermoplasmatota,Thermoplasmata,UBA184,UBA184,UBA184
LABRr1A1B1C__bin_68,Archaea,Thermoplasmatota,Thermoplasmata,UBA184,UBA184,UBA184
MGr1A1B1C__bin_93,Archaea,Thermoplasmatota,Thermoplasmata,UBA184,UBA184,UBA184
MGr2D2E2F__bin_71,Archaea,Thermoplasmatota,Thermoplasmata,UBA184,UBA184,UBA184
BOr2D2E2F__bin_15,Archaea,Thermoplasmatota,Thermoplasmata,UBA184,UBA184,UBA184
MGr1A1B1C__bin_8,Archaea,Thermoplasmatota,Thermoplasmata,UBA184,UBA184,UBA184
CRr1A1B1C__bin_108,Archaea,Thermoplasmatota,Thermoplasmata,UBA184,UBA184,UBA184
CRr2D2E2F__bin_37,Archaea,Thermoplasmatota,Thermoplasmata,UBA184,UBA184,UBA184
MHr3G3H3I__bin_85,Archaea,Thermoplasmatota,Thermoplasmata,UBA184,UBA184,UBA184
MGr2D2E2F__bin_98,Archaea,Thermoplasmatota,Thermoplasmata,UBA184,UBA184,UBA184
MHr1A1B1C__bin_92,Archaea,Thermoplasmatota,Thermoplasmata,UBA184,UBA184,UBA184
CRr3G3H3I__bin_60,Archaea,Thermoplasmatota,Thermoplasmata,UBA184,UBA184,UBA184
MGr3G3H3I__bin_33,Archaea,Thermoplasmatota,Thermoplasmata,UBA184,UBA184,UBA184
SEr2D2E2F__bin_159,Archaea,Thermoplasmatota,Thermoplasmata,UBA184,UBA184,UBA184
BOr2D2E2F__bin_73,Archaea,Thermoplasmatota,Thermoplasmata,UBA184,UBA184,UBA184
LAWAr2D2E2F__bin_99,Archaea,Thermoplasmatota,Thermoplasmata,UBA184,UBA184,UBA184
SEr3G3H3I__bin_84,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula
BOr2D2E2F__bin_2,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula
BAr1A1B1C__bin_43,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula
CRr1A1B1C__bin_126,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula
CRr2D2E2F__bin_98,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula
MHr1A1B1C__bin_66,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula
LAWAr2D2E2F__bin_100,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula
MGr1A1B1C__bin_92,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula
MGr3G3H3I__bin_91,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula
SEr3G3H3I__bin_226,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula
SEr2D2E2F__bin_155,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula
BOr1A1B1C__bin_28,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula
LASCr2D2E2F__bin_135,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula
MHr3G3H3I__bin_106,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula
MGr2D2E2F__bin_67,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula
CRr3G3H3I__bin_111,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula
SEr2D2E2F__bin_26,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula
BAr1A1B1C__bin_12,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula
MGr2D2E2F__bin_119,Archaea,Halobacteriota,Bog-38,Bog-38,Bog-38,Bog-38
MGr3G3H3I__bin_115,Archaea,Halobacteriota,Bog-38,Bog-38,Bog-38,Bog-38
BAr1A1B1C__bin_115,Archaea,Halobacteriota,Bog-38,Bog-38,Bog-38,Bog-38
MGr2D2E2F__bin_92,Archaea,Halobacteriota,Bog-38,Bog-38,Bog-38,Bog-38
MGr1A1B1C__bin_70,Archaea,Halobacteriota,Bog-38,Bog-38,Bog-38,Bog-38
LABRr1A1B1C__bin_110,Archaea,Halobacteriota,Bog-38,Bog-38,Bog-38,Bog-38
SEr3G3H3I__bin_198,Archaea,Halobacteriota,Bog-38,Bog-38,Bog-38,Bog-38
SEr2D2E2F__bin_29,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,Methanosarcina
SEr3G3H3I__bin_262,Archaea,Micrarchaeota,Micrarchaeia,Micrarchaeales,CABMGC01,
